Weight,Xcg,time
64151.01629739479,7.150156035312496,1077.7
64150.817426922105,7.150155600047572,1077.8
64150.61850966412,7.150155164677551,1077.9
64150.419538586146,7.150154729187035,1078.0
64150.22051364331,7.150154293575921,1078.1
64150.021444145124,7.1501538578645825,1078.2
64149.82235002754,7.150153422096655,1078.3
64149.62325786595,7.150152986330303,1078.4
64149.42419146874,7.15015255061764,1078.5
64149.22516251426,7.150152114984227,1078.6
64149.02616730278,7.150151679421967,1078.7
64148.82719119986,7.150151243898832,1078.8
64148.62821727159,7.150150808377753,1078.9
64148.4292335667,7.150150372832574,1079.0
64148.230235635645,7.150149937253553,1079.1
64148.03122513013,7.1501495016443055,1079.2
64147.83220775501,7.15014906601732,1079.3
64147.633192602305,7.150148630392494,1079.4
64147.434191717264,7.150148194796197,1079.5
64147.2352175321,7.150147759255641,1079.6
64147.03627839172,7.150147323789095,1079.7
64146.83737530375,7.150146888398765,1079.8
64146.63850259164,7.150146453072226,1079.9
64146.43965237461,7.150146017792231,1080.0
64146.24082038319,7.150145582549432,1080.1
64146.04200958821,7.150145147350335,1080.2
64145.843228993166,7.150144712214649,1080.3
64145.64448779599,7.150144277162508,1080.4
64145.44578842346,7.15014384219923,1080.5
64145.24712275628,7.1501434073070405,1080.6
64145.04847297683,7.150142972446936,1080.7
64144.849815167254,7.150142537566558,1080.8
64144.65112374307,7.150142102609903,1080.9
64144.45237644039,7.150141667528227,1081.0
64144.25355943922,7.150141232291275,1081.1
64144.05467103666,7.1501407968953155,1081.2
64143.855722657594,7.1501403613653585,1081.3
64143.65673731733,7.150139925751785,1081.4
64143.45774581922,7.150139490122028,1081.5
64143.25878044292,7.150139054546754,1081.6
64143.059866872194,7.150138619082192,1081.7
64142.861017509436,7.1501381837554945,1081.8
64142.66223010946,7.15013774856175,1081.9
64142.46349276786,7.1501373134749,1082.0
64142.26479172752,7.150136878464826,1082.1
64142.066116496775,7.150136443508564,1082.2
64141.86745923536,7.150136008588945,1082.3
64141.66881039693,7.150135573685073,1082.4
64141.47015582904,7.150135138765965,1082.5
64141.27147859303,7.150134703794534,1082.6
64141.07276424903,7.1501342687391665,1082.7
64140.874006218226,7.150133833585455,1082.8
64140.675208460976,7.150133398342071,1082.9
64140.47638378038,7.150132963037044,1083.0
64140.277548168895,7.150132527705384,1083.1
64140.07871482873,7.150132092375998,1083.2
64139.879891872915,7.15013165706665,1083.3
64139.68108398241,7.150131221787588,1083.4
64139.48229496401,7.150130786547146,1083.5
64139.28352872618,7.150130351353886,1083.6
64139.08478873523,7.150129916215395,1083.7
64138.88607703028,7.150129481136139,1083.8
64138.68739308222,7.150129046114961,1083.9
64138.48873250683,7.150128611142265,1084.0
64138.290086538414,7.150128176198856,1084.1
64138.091443212805,7.150127741258539,1084.2
64137.89278965905,7.150127306293134,1084.3
64137.69411398345,7.150126871276596,1084.4
64137.49540621661,7.150126436187096,1084.5
64137.29665895071,7.150126001008412,1084.6
64137.09786818839,7.1501255657317895,1084.7
64136.8990344554,7.15012513035838,1084.8
64136.70016412168,7.150124694902127,1084.9
64136.50127010698,7.15012425939132,1085.0
64136.30236990378,7.15012382386426,1085.1
64136.10347999958,7.150123388357053,1085.2
64135.90460942928,7.150122952889478,1085.3
64135.7057569433,7.150122517458803,1085.4
64135.50691374725,7.150122082045771,1085.5
64135.30806949519,7.150121646627725,1085.6
64135.10921724059,7.1501212111894565,1085.7
64134.91035481254,7.1501207757262115,1085.8
64134.71148318377,7.150120340240117,1085.9
64134.51260397924,7.150119904734731,1086.0
64134.31371798123,7.150119469211769,1086.1
64134.114825493954,7.1501190336718965,1086.2
64133.9159287232,7.150118598119941,1086.3
64133.71703541657,7.15011816257287,1086.4
64133.51816125842,7.15011772706503,1086.5
64133.319327849655,7.150117291643728,1086.6
64133.12055572819,7.150116856353937,1086.7
64132.92185579549,7.1501164212195345,1086.8
64132.72322357011,7.15011598623071,1086.9
64132.52463857674,7.150115551342627,1087.0
64132.326068832175,7.150115116485244,1087.1
64132.12747898112,7.150114681581138,1087.2
64131.928839344226,7.150114246565305,1087.3
64131.73013233161,7.150113811399227,1087.4
64131.5313538393,7.150113376073911,1087.5
64131.33251043119,7.150112940603728,1087.6
64131.13361554046,7.150112505018098,1087.7
64130.93468708433,7.150112069356254,1087.8
64130.735746189624,7.150111633664467,1087.9
64130.536815023384,7.150111197991282,1088.0
64130.33791240653,7.150110762377921,1088.1
64130.13904873873,7.150110326847161,1088.2
64129.94022378995,7.150109891398497,1088.3
64129.74142898452,7.150109456013154,1088.4
64129.54265185868,7.150109020663829,1088.5
