nr.,time,ET,hp,Vi,aoa,delta,deltaTr,Fe,FFl,FFr,F. Used,TAT
1,51:02,,1746.5040000000001,82.825555484,0.09250245035569947,0.0,0.048869219055841226,0,0.059345001741666674,0.06211695511388889,399.61487797,278.15
2,52:46,,1764.7920000000001,82.825555484,0.09250245035569947,-0.008726646259971648,0.048869219055841226,-30,0.0589670081,0.06173896147222223,412.7690567,278.15
