nr.,time,ET,hp,Vi,aoa,delta,deltaTr,Fe,FFl,FFr,F. Used,TAT
1,00:55:00,-,5516.88,76.137777712,0.10995574287564276,-0.013962634015954637,0.029670597283903602,0,0.051659131027777784,0.05947099962222223,748.4274105000001,261.95
2,00:57:00,-,5559.552000000001,75.623333268,0.11693705988362008,-0.024434609527920613,0.029670597283903602,-22,0.05191112678888889,0.059345001741666674,748.4274105000001,261.84999999999997
